nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity,        pressure
26501,3.03E-02,1.18E-03,6.37E-03,3.83E-01,-1.29E-02,1.66E-04,-2.05E-03
26502,3.09E-02,2.40E-03,5.28E-03,3.91E-01,-2.58E-02,2.25E-04,-5.99E-03
26503,3.03E-02,2.94E-03,5.74E-03,3.84E-01,-3.26E-02,1.60E-04,-2.76E-03
26504,3.02E-02,2.87E-03,5.71E-03,3.83E-01,-3.18E-02,1.54E-04,-2.52E-03
26505,2.99E-02,2.06E-03,6.38E-03,3.79E-01,-2.24E-02,1.47E-04,-2.88E-04
26506,3.11E-02,1.29E-03,5.75E-03,3.92E-01,-1.31E-02,2.38E-04,-6.08E-03
26507,3.09E-02,9.95E-04,7.09E-03,3.90E-01,-1.03E-02,1.66E-04,-5.09E-03
26508,3.03E-02,5.09E-03,6.63E-03,3.89E-01,-6.60E-02,5.03E-04,-6.95E-03
26509,3.02E-02,5.14E-03,6.40E-03,3.87E-01,-6.71E-02,5.97E-04,-5.87E-03
26510,2.95E-02,4.07E-03,5.80E-03,3.78E-01,-4.98E-02,5.18E-04,-7.10E-04
26511,3.12E-02,5.14E-03,6.60E-03,4.04E-01,-6.26E-02,6.75E-04,-1.39E-02
26512,2.97E-02,3.80E-03,5.42E-03,3.79E-01,-4.42E-02,4.88E-04,-9.49E-04
26513,2.98E-02,3.58E-03,5.52E-03,3.79E-01,-4.05E-02,3.85E-04,-9.09E-04
26514,2.96E-02,3.87E-03,5.57E-03,3.77E-01,-4.63E-02,5.00E-04,-6.14E-05
26515,3.09E-02,5.25E-03,6.09E-03,3.99E-01,-6.71E-02,8.12E-04,-1.17E-02
26516,3.11E-02,5.45E-03,5.20E-03,4.05E-01,-6.82E-02,9.12E-04,-1.49E-02
26517,3.13E-02,4.98E-03,4.91E-03,4.04E-01,-5.88E-02,9.35E-04,-1.40E-02
26518,3.20E-02,5.35E-03,4.78E-03,4.21E-01,-5.97E-02,9.01E-04,-2.15E-02
26519,3.18E-02,6.03E-03,5.18E-03,4.23E-01,-7.36E-02,8.62E-04,-2.31E-02
26520,3.18E-02,6.24E-03,6.24E-03,4.29E-01,-7.55E-02,6.37E-04,-2.51E-02
26521,3.23E-02,6.25E-03,5.79E-03,4.37E-01,-7.14E-02,7.50E-04,-3.00E-02
26522,3.20E-02,6.29E-03,5.60E-03,4.31E-01,-7.59E-02,8.66E-04,-2.88E-02
26523,3.09E-02,5.35E-03,6.01E-03,4.00E-01,-7.02E-02,9.25E-04,-1.25E-02
26524,3.17E-02,6.17E-03,6.46E-03,4.24E-01,-7.46E-02,6.33E-04,-2.27E-02
26525,3.22E-02,5.18E-03,4.81E-03,4.21E-01,-5.59E-02,9.72E-04,-2.18E-02
26526,3.29E-02,5.70E-03,5.83E-03,4.39E-01,-5.69E-02,7.72E-04,-2.88E-02
26527,3.01E-02,5.26E-03,6.87E-03,3.87E-01,-6.95E-02,4.82E-04,-6.18E-03
26528,3.38E-02,5.53E-03,4.90E-03,4.41E-01,-4.37E-02,9.70E-04,-3.09E-02
26529,3.40E-02,5.04E-03,4.60E-03,4.38E-01,-3.83E-02,9.49E-04,-2.89E-02
26530,3.37E-02,4.59E-03,4.22E-03,4.32E-01,-3.75E-02,8.25E-04,-2.62E-02
26531,3.30E-02,5.72E-03,5.82E-03,4.40E-01,-5.60E-02,7.77E-04,-2.93E-02
26532,3.33E-02,5.69E-03,4.93E-03,4.40E-01,-5.05E-02,8.84E-04,-3.04E-02
26533,3.29E-02,4.59E-03,4.07E-03,4.24E-01,-4.36E-02,8.25E-04,-2.26E-02
26534,3.26E-02,5.26E-03,4.47E-03,4.26E-01,-5.39E-02,8.95E-04,-2.39E-02
26535,3.61E-02,0.00E+00,5.82E-03,4.30E-01,0.00E+00,4.41E-04,-2.49E-02
26536,3.70E-02,0.00E+00,5.27E-03,4.34E-01,0.00E+00,4.69E-04,-2.70E-02
26537,3.79E-02,0.00E+00,5.80E-03,4.36E-01,0.00E+00,4.64E-04,-2.86E-02
26538,3.79E-02,0.00E+00,6.83E-03,4.36E-01,0.00E+00,4.24E-04,-2.85E-02
26539,3.89E-02,0.00E+00,7.36E-03,4.38E-01,0.00E+00,3.39E-04,-2.96E-02
26540,3.24E-02,0.00E+00,5.83E-03,4.04E-01,0.00E+00,2.60E-04,-1.19E-02
26541,3.33E-02,0.00E+00,5.29E-03,4.12E-01,0.00E+00,2.99E-04,-1.59E-02
26542,3.42E-02,0.00E+00,5.83E-03,4.19E-01,0.00E+00,3.34E-04,-1.94E-02
26543,3.34E-02,7.94E-04,5.22E-03,4.13E-01,-6.05E-03,2.95E-04,-1.62E-02
26544,3.24E-02,7.53E-04,5.72E-03,4.04E-01,-6.74E-03,2.60E-04,-1.20E-02
26545,3.32E-02,1.00E-03,5.29E-03,4.11E-01,-8.28E-03,2.88E-04,-1.55E-02
26546,3.52E-02,0.00E+00,5.28E-03,4.25E-01,0.00E+00,3.78E-04,-2.23E-02
26547,3.41E-02,6.47E-03,4.37E-03,4.39E-01,-4.20E-02,1.19E-03,-3.84E-02
26548,3.41E-02,6.46E-03,4.37E-03,4.46E-01,-4.62E-02,8.00E-04,-3.66E-02
26549,3.44E-02,5.97E-03,4.04E-03,4.46E-01,-4.07E-02,8.39E-04,-3.55E-02
26550,3.53E-02,5.67E-03,4.28E-03,4.43E-01,-2.83E-02,1.09E-03,-3.53E-02
26551,3.43E-02,6.48E-03,4.31E-03,4.36E-01,-3.86E-02,1.38E-03,-3.90E-02
26552,3.44E-02,5.97E-03,4.04E-03,4.45E-01,-3.96E-02,8.56E-04,-3.58E-02
26553,3.55E-02,5.62E-03,4.14E-03,4.43E-01,-2.71E-02,1.04E-03,-3.53E-02
26554,3.60E-02,4.63E-03,4.27E-03,4.43E-01,-2.10E-02,1.13E-03,-3.34E-02
26555,3.61E-02,6.88E-03,4.38E-03,3.97E-01,-1.55E-02,2.47E-03,-4.12E-02
26556,3.63E-02,6.42E-03,3.97E-03,4.25E-01,-1.95E-02,1.49E-03,-3.98E-02
26557,3.30E-02,4.61E-03,3.72E-03,4.25E-01,-4.39E-02,6.74E-04,-2.27E-02
26558,3.36E-02,4.64E-03,3.57E-03,4.33E-01,-3.91E-02,5.54E-04,-2.58E-02
26559,3.29E-02,4.52E-03,3.59E-03,4.22E-01,-4.40E-02,6.25E-04,-2.15E-02
26560,3.35E-02,4.21E-03,2.90E-03,4.26E-01,-3.61E-02,4.34E-04,-2.29E-02
26561,3.37E-02,4.51E-03,3.32E-03,4.33E-01,-3.71E-02,4.82E-04,-2.55E-02
26562,3.48E-02,3.59E-03,3.52E-03,4.31E-01,-2.37E-02,7.23E-04,-2.56E-02
26563,3.48E-02,3.63E-03,3.55E-03,4.32E-01,-2.40E-02,7.36E-04,-2.57E-02
26564,3.35E-02,3.66E-03,2.55E-03,4.23E-01,-2.98E-02,2.88E-04,-2.13E-02
26565,3.36E-02,3.54E-03,2.54E-03,4.23E-01,-2.85E-02,2.98E-04,-2.15E-02
26566,3.38E-02,3.40E-03,2.62E-03,4.24E-01,-2.65E-02,4.01E-04,-2.22E-02
26567,3.22E-02,3.30E-03,3.41E-03,4.07E-01,-3.31E-02,5.90E-04,-1.40E-02
26568,3.31E-02,2.25E-03,4.12E-03,4.13E-01,-1.94E-02,5.10E-04,-1.68E-02
26569,3.34E-02,2.27E-03,3.54E-03,4.16E-01,-1.88E-02,5.15E-04,-1.80E-02
26570,3.25E-02,3.18E-03,3.07E-03,4.11E-01,-3.11E-02,4.91E-04,-1.63E-02
26571,3.33E-02,2.66E-03,2.90E-03,4.15E-01,-2.29E-02,4.03E-04,-1.80E-02
26572,3.36E-02,3.25E-03,2.60E-03,4.21E-01,-2.66E-02,3.85E-04,-2.10E-02
26573,2.97E-02,8.85E-03,1.03E-02,3.33E-01,-1.98E-01,-1.93E-04,-9.20E-03
26574,3.03E-02,8.54E-03,1.00E-02,3.76E-01,-1.82E-01,5.86E-05,-2.72E-02
26575,2.97E-02,8.85E-03,1.08E-02,3.33E-01,-1.98E-01,-2.63E-04,-9.31E-03
26576,2.91E-02,9.04E-03,1.15E-02,2.90E-01,-1.82E-01,6.32E-05,1.54E-02
26577,2.93E-02,9.24E-03,1.16E-02,2.83E-01,-2.02E-01,-3.07E-04,1.11E-02
26578,2.93E-02,9.24E-03,1.11E-02,2.83E-01,-2.02E-01,-4.12E-04,1.13E-02
26579,2.91E-02,9.04E-03,1.11E-02,2.90E-01,-1.82E-01,-1.25E-04,1.57E-02
26580,3.04E-02,8.78E-03,1.16E-02,3.65E-01,-1.86E-01,-4.24E-04,-3.50E-02
26581,3.04E-02,8.78E-03,1.11E-02,3.65E-01,-1.86E-01,-4.36E-04,-3.50E-02
26582,3.09E-02,8.56E-03,1.08E-02,3.87E-01,-1.52E-01,-3.92E-04,-4.98E-02
26583,3.03E-02,8.54E-03,9.47E-03,3.76E-01,-1.82E-01,1.11E-04,-2.70E-02
26584,3.09E-02,8.56E-03,1.03E-02,3.87E-01,-1.53E-01,-7.93E-05,-4.98E-02
26585,3.14E-02,8.43E-03,1.00E-02,3.82E-01,-1.10E-01,2.19E-04,-6.00E-02
26586,3.20E-02,8.60E-03,1.08E-02,2.66E-01,-4.79E-02,-3.39E-04,-6.94E-02
26587,3.15E-02,8.64E-03,1.16E-02,3.14E-01,-8.80E-02,-3.19E-04,-6.64E-02
26588,3.15E-02,8.64E-03,1.11E-02,3.14E-01,-8.81E-02,-3.48E-04,-6.64E-02
26589,3.14E-02,8.43E-03,9.47E-03,3.82E-01,-1.10E-01,6.48E-04,-5.99E-02
26590,3.20E-02,8.39E-03,9.20E-03,3.46E-01,-6.77E-02,8.34E-04,-6.47E-02
26591,3.20E-02,8.60E-03,1.03E-02,2.66E-01,-4.79E-02,-9.99E-05,-6.95E-02
26592,3.25E-02,8.64E-03,1.00E-02,1.99E-01,-1.99E-02,6.37E-05,-6.76E-02
26593,3.25E-02,8.81E-03,1.16E-02,1.24E-01,-7.25E-03,-2.73E-04,-6.96E-02
26594,3.25E-02,8.81E-03,1.11E-02,1.23E-01,-7.16E-03,-3.24E-04,-6.96E-02
26595,3.30E-02,8.93E-03,1.08E-02,6.76E-02,-7.15E-04,-7.23E-04,-6.46E-02
26596,3.17E-02,6.40E-03,6.57E-03,4.26E-01,-8.07E-02,6.25E-04,-2.52E-02
26597,3.17E-02,6.33E-03,6.89E-03,4.25E-01,-7.84E-02,6.11E-04,-2.54E-02
26598,3.17E-02,6.32E-03,6.48E-03,4.25E-01,-7.79E-02,6.55E-04,-2.45E-02
26599,3.29E-02,6.31E-03,5.74E-03,4.45E-01,-6.14E-02,6.68E-04,-3.29E-02
26600,3.24E-02,7.23E-03,6.72E-03,4.39E-01,-7.65E-02,9.17E-04,-4.02E-02
26601,3.20E-02,6.84E-03,6.73E-03,4.37E-01,-8.81E-02,5.42E-04,-3.27E-02
26602,3.25E-02,6.46E-03,5.74E-03,4.43E-01,-7.07E-02,6.73E-04,-3.29E-02
26603,3.26E-02,7.19E-03,6.41E-03,4.37E-01,-7.02E-02,1.13E-03,-4.19E-02
26604,3.18E-02,7.58E-03,7.06E-03,4.37E-01,-1.01E-01,8.53E-04,-4.51E-02
26605,3.20E-02,7.31E-03,6.74E-03,4.39E-01,-8.96E-02,7.20E-04,-4.23E-02
26606,3.23E-02,7.34E-03,6.72E-03,4.38E-01,-8.00E-02,9.18E-04,-4.42E-02
26607,3.24E-02,7.56E-03,6.96E-03,4.32E-01,-7.53E-02,9.83E-04,-4.89E-02
26608,3.20E-02,7.73E-03,7.16E-03,4.30E-01,-9.04E-02,9.72E-04,-4.92E-02
26609,3.20E-02,7.77E-03,7.54E-03,4.28E-01,-9.04E-02,8.05E-04,-4.96E-02
26610,3.25E-02,7.54E-03,6.32E-03,4.37E-01,-7.56E-02,1.08E-03,-4.91E-02
26611,3.27E-02,7.94E-03,6.74E-03,3.96E-01,-5.75E-02,1.31E-03,-5.45E-02
26612,3.37E-02,7.64E-03,6.07E-03,3.56E-01,-2.89E-02,1.77E-03,-4.94E-02
26613,3.29E-02,7.74E-03,6.19E-03,4.10E-01,-5.19E-02,1.25E-03,-5.29E-02
26614,3.27E-02,7.83E-03,6.35E-03,4.10E-01,-6.11E-02,1.21E-03,-5.34E-02
26615,3.26E-02,7.62E-03,6.28E-03,4.31E-01,-7.10E-02,1.09E-03,-5.07E-02
26616,3.20E-02,8.12E-03,7.05E-03,3.96E-01,-8.18E-02,8.07E-04,-5.79E-02
26617,3.20E-02,8.12E-03,7.59E-03,3.96E-01,-8.16E-02,6.75E-04,-5.78E-02
26618,3.26E-02,8.17E-03,6.78E-03,3.49E-01,-4.72E-02,1.12E-03,-5.94E-02
26619,3.14E-02,8.17E-03,7.86E-03,4.14E-01,-1.19E-01,5.71E-04,-5.15E-02
26620,3.26E-02,8.43E-03,8.40E-03,2.82E-01,-3.28E-02,5.58E-04,-6.46E-02
26621,3.26E-02,8.43E-03,7.86E-03,2.82E-01,-3.29E-02,5.50E-04,-6.47E-02
26622,3.31E-02,8.56E-03,7.59E-03,1.98E-01,-1.24E-02,1.22E-03,-6.18E-02
26623,3.20E-02,8.39E-03,8.67E-03,3.47E-01,-6.75E-02,8.35E-04,-6.46E-02
26624,3.00E-02,7.98E-03,8.26E-03,3.77E-01,-1.55E-01,7.32E-04,-1.58E-02
26625,3.03E-02,8.54E-03,8.40E-03,3.76E-01,-1.81E-01,3.31E-04,-2.69E-02
26626,2.99E-02,7.98E-03,8.30E-03,3.66E-01,-1.55E-01,4.67E-04,-1.08E-02
26627,2.95E-02,8.54E-03,9.10E-03,3.35E-01,-1.77E-01,-2.86E-04,-1.81E-03
26628,2.97E-02,8.86E-03,9.20E-03,3.32E-01,-1.98E-01,-9.01E-06,-8.91E-03
26629,2.95E-02,8.58E-03,8.72E-03,3.35E-01,-1.78E-01,-2.82E-04,-2.15E-03
26630,2.97E-02,8.86E-03,8.67E-03,3.32E-01,-1.97E-01,1.93E-05,-8.65E-03
26631,3.25E-02,8.64E-03,9.47E-03,2.00E-01,-1.96E-02,4.89E-04,-6.76E-02
26632,3.31E-02,8.77E-03,9.21E-03,1.25E-01,-6.75E-03,6.31E-04,-6.33E-02
26633,3.07E-02,7.83E-03,7.55E-03,4.06E-01,-1.42E-01,1.24E-03,-2.91E-02
26634,3.01E-02,7.84E-03,7.84E-03,3.87E-01,-1.48E-01,1.45E-03,-1.85E-02
26635,3.00E-02,8.08E-03,7.94E-03,3.75E-01,-1.59E-01,1.12E-03,-1.55E-02
26636,3.03E-02,8.54E-03,7.86E-03,3.76E-01,-1.81E-01,5.87E-04,-2.67E-02
26637,3.08E-02,8.31E-03,7.59E-03,4.05E-01,-1.53E-01,7.13E-04,-4.09E-02
26638,3.09E-02,8.56E-03,9.20E-03,3.87E-01,-1.52E-01,6.20E-04,-4.96E-02
26639,3.09E-02,8.56E-03,8.67E-03,3.88E-01,-1.52E-01,6.81E-04,-4.94E-02
26640,3.14E-02,8.43E-03,8.40E-03,3.84E-01,-1.10E-01,7.08E-04,-5.97E-02
26641,3.30E-02,8.93E-03,1.03E-02,6.76E-02,-8.74E-04,-5.77E-04,-6.46E-02
26642,3.35E-02,9.12E-03,1.00E-02,2.34E-02,-4.54E-03,-8.91E-04,-5.97E-02
26643,3.39E-02,9.38E-03,1.03E-02,-3.56E-03,-1.21E-02,-1.27E-03,-5.54E-02
26644,3.35E-02,8.97E-03,8.40E-03,5.92E-02,-6.84E-03,5.23E-04,-5.87E-02
26645,3.40E-02,9.25E-03,8.67E-03,1.20E-02,-1.54E-02,8.93E-04,-5.49E-02
26646,3.31E-02,8.77E-03,8.67E-03,1.26E-01,-6.27E-03,6.05E-04,-6.32E-02
26647,2.85E-02,9.37E-03,1.20E-02,2.46E-01,-1.57E-01,2.18E-04,3.58E-02
26648,2.89E-02,9.69E-03,1.19E-02,2.32E-01,-1.88E-01,-7.22E-04,3.18E-02
26649,2.85E-02,9.18E-03,1.19E-02,2.60E-01,-1.61E-01,5.83E-04,3.15E-02
26650,2.86E-02,9.43E-03,1.23E-02,2.47E-01,-1.61E-01,4.41E-05,3.37E-02
26651,2.89E-02,9.69E-03,1.24E-02,2.33E-01,-1.89E-01,-6.21E-04,3.15E-02
26652,2.93E-02,9.24E-03,1.27E-02,2.84E-01,-2.02E-01,-3.83E-04,1.07E-02
26653,2.90E-02,9.02E-03,1.27E-02,2.90E-01,-1.79E-01,9.48E-05,1.58E-02
26654,3.04E-02,8.78E-03,1.27E-02,3.65E-01,-1.86E-01,-2.72E-04,-3.52E-02
26655,2.99E-02,9.07E-03,1.24E-02,3.24E-01,-2.08E-01,-4.63E-04,-1.63E-02
26656,2.99E-02,9.07E-03,1.19E-02,3.24E-01,-2.09E-01,-4.55E-04,-1.61E-02
26657,3.15E-02,8.64E-03,1.27E-02,3.14E-01,-8.83E-02,-1.01E-04,-6.63E-02
26658,3.10E-02,8.76E-03,1.24E-02,3.33E-01,-1.33E-01,-1.93E-04,-5.73E-02
26659,3.10E-02,8.76E-03,1.19E-02,3.33E-01,-1.33E-01,-3.54E-04,-5.73E-02
26660,3.20E-02,8.77E-03,1.19E-02,1.80E-01,-2.70E-02,-2.08E-04,-7.26E-02
26661,3.20E-02,8.77E-03,1.24E-02,1.80E-01,-2.72E-02,-1.60E-04,-7.26E-02
26662,3.25E-02,8.81E-03,1.27E-02,1.24E-01,-7.45E-03,-2.38E-04,-6.96E-02
26663,3.34E-02,9.24E-03,1.16E-02,6.19E-03,-2.41E-03,-1.83E-04,-6.03E-02
26664,3.29E-02,9.06E-03,1.24E-02,3.00E-02,1.06E-03,-1.87E-04,-6.58E-02
26665,3.29E-02,9.06E-03,1.19E-02,2.98E-02,1.06E-03,-1.76E-04,-6.58E-02
26666,3.37E-02,1.54E-02,1.27E-02,1.81E-01,9.10E-03,8.94E-05,-5.54E-02
26667,3.39E-02,1.58E-02,1.28E-02,2.69E-01,1.26E-02,8.58E-05,-5.22E-02
26668,3.42E-02,1.58E-02,1.27E-02,2.64E-01,9.37E-03,3.05E-04,-4.99E-02
26669,3.37E-02,1.54E-02,1.32E-02,1.81E-01,9.49E-03,-7.73E-04,-5.55E-02
26670,3.39E-02,1.57E-02,1.32E-02,2.62E-01,1.24E-02,-3.81E-04,-5.26E-02
26671,3.42E-02,1.51E-02,1.35E-02,9.29E-02,1.11E-02,-1.12E-03,-5.26E-02
26672,3.45E-02,1.55E-02,1.36E-02,1.83E-01,7.99E-03,-7.49E-04,-5.00E-02
26673,3.43E-02,1.58E-02,1.34E-02,2.51E-01,7.79E-03,-4.03E-04,-4.96E-02
26674,3.46E-02,1.59E-02,1.32E-02,2.70E-01,8.63E-03,-5.90E-05,-4.77E-02
26675,3.48E-02,1.58E-02,1.32E-02,2.46E-01,6.57E-03,-1.47E-04,-4.76E-02
26676,3.48E-02,1.55E-02,1.34E-02,1.77E-01,8.02E-03,-5.45E-04,-4.83E-02
26677,3.42E-02,1.51E-02,1.40E-02,9.15E-02,1.13E-02,-1.52E-03,-5.26E-02
26678,3.44E-02,1.55E-02,1.40E-02,1.74E-01,8.35E-03,-1.14E-03,-5.04E-02
26679,3.51E-02,1.55E-02,1.36E-02,1.81E-01,8.51E-03,-8.49E-04,-4.73E-02
26680,3.48E-02,1.54E-02,1.41E-02,1.55E-01,9.02E-03,-1.17E-03,-4.88E-02
26681,3.52E-02,1.54E-02,1.36E-02,1.48E-01,6.12E-03,-1.04E-03,-4.74E-02
26682,3.53E-02,1.48E-02,1.41E-02,5.27E-02,1.95E-02,-1.50E-03,-4.80E-02
26683,3.47E-02,1.48E-02,1.43E-02,2.73E-02,2.22E-02,-1.41E-03,-5.02E-02
26684,3.49E-02,1.50E-02,1.43E-02,7.00E-02,1.70E-02,-1.41E-03,-4.92E-02
26685,3.51E-02,1.61E-02,1.32E-02,3.09E-01,9.57E-03,-1.89E-04,-4.57E-02
26686,3.54E-02,1.58E-02,1.36E-02,2.45E-01,5.20E-03,-8.00E-04,-4.59E-02
26687,3.55E-02,1.59E-02,1.20E-02,2.50E-01,6.18E-03,-5.48E-05,-4.57E-02
26688,3.56E-02,1.62E-02,1.25E-02,3.06E-01,9.31E-03,-4.65E-05,-4.48E-02
26689,3.57E-02,1.58E-02,1.20E-02,2.44E-01,5.16E-03,-5.21E-05,-4.58E-02
26690,3.59E-02,1.57E-02,1.33E-02,2.27E-01,7.47E-03,-9.00E-04,-4.58E-02
26691,3.61E-02,1.60E-02,1.25E-02,2.86E-01,8.14E-03,-5.96E-05,-4.50E-02
26692,3.61E-02,1.60E-02,1.25E-02,2.80E-01,7.45E-03,-5.06E-05,-4.51E-02
26693,3.55E-02,1.58E-02,1.36E-02,2.33E-01,4.34E-03,-8.90E-04,-4.59E-02
26694,3.62E-02,1.59E-02,1.39E-02,2.48E-01,8.77E-03,-7.98E-04,-4.55E-02
26695,3.62E-02,1.59E-02,1.40E-02,2.48E-01,7.80E-03,-8.75E-04,-4.56E-02
26696,3.60E-02,1.50E-02,1.44E-02,1.20E-01,1.32E-02,-1.23E-03,-4.66E-02
26697,3.57E-02,1.48E-02,1.43E-02,6.54E-02,2.12E-02,-1.40E-03,-4.70E-02
26698,3.45E-02,1.46E-02,1.33E-02,-1.09E-03,2.51E-02,-1.10E-03,-5.11E-02
26699,3.48E-02,1.42E-02,1.35E-02,-1.90E-02,3.32E-02,-1.12E-03,-4.91E-02
26700,3.45E-02,1.46E-02,1.27E-02,-1.44E-03,2.54E-02,-9.69E-04,-5.10E-02
26701,3.48E-02,1.42E-02,1.40E-02,-1.88E-02,3.33E-02,-1.04E-03,-4.91E-02
26702,3.52E-02,1.37E-02,1.42E-02,-2.24E-02,3.54E-02,-7.83E-04,-4.73E-02
26703,3.63E-02,1.62E-02,1.25E-02,3.07E-01,9.15E-03,-3.55E-05,-4.46E-02
26704,3.63E-02,1.60E-02,1.40E-02,2.64E-01,8.79E-03,-6.97E-04,-4.53E-02
26705,3.67E-02,1.64E-02,1.34E-02,3.33E-01,6.41E-03,-1.94E-04,-4.38E-02
26706,3.63E-02,1.62E-02,1.25E-02,3.03E-01,8.93E-03,-1.97E-05,-4.47E-02
26707,3.75E-02,1.60E-02,1.29E-02,2.77E-01,1.68E-03,-2.59E-04,-4.44E-02
26708,3.71E-02,1.59E-02,1.38E-02,2.59E-01,4.56E-03,-4.19E-04,-4.49E-02
26709,3.74E-02,1.62E-02,1.34E-02,3.08E-01,4.05E-03,-1.78E-04,-4.37E-02
26710,3.77E-02,1.64E-02,1.34E-02,3.17E-01,3.16E-03,-1.10E-04,-4.32E-02
26711,3.78E-02,1.64E-02,1.33E-02,3.05E-01,2.33E-03,-8.85E-05,-4.33E-02
26712,3.83E-02,1.49E-02,1.45E-02,1.30E-01,3.59E-03,-3.03E-05,-4.61E-02
26713,3.83E-02,1.64E-02,1.37E-02,2.78E-01,-3.42E-03,-2.59E-04,-4.41E-02
26714,3.84E-02,1.63E-02,1.35E-02,2.68E-01,-3.39E-03,-2.93E-04,-4.41E-02
26715,3.83E-02,1.64E-02,1.35E-02,2.99E-01,-4.15E-04,-1.42E-04,-4.34E-02
26716,3.83E-02,1.64E-02,1.37E-02,3.12E-01,-4.55E-04,-9.70E-05,-4.33E-02
26717,3.80E-02,1.65E-02,1.37E-02,3.18E-01,1.67E-03,-7.77E-05,-4.32E-02
26718,3.78E-02,1.50E-02,1.45E-02,1.40E-01,6.51E-03,3.70E-04,-4.60E-02
26719,3.73E-02,1.59E-02,1.41E-02,2.62E-01,4.11E-03,-4.31E-04,-4.47E-02
26720,3.50E-02,1.35E-02,1.28E-02,-1.98E-02,3.17E-02,-1.29E-03,-4.72E-02
26721,3.50E-02,1.36E-02,1.33E-02,-2.00E-02,3.13E-02,-8.82E-04,-4.75E-02
26722,3.52E-02,1.33E-02,1.38E-02,-1.76E-02,2.99E-02,-6.65E-04,-4.62E-02
26723,3.52E-02,1.24E-02,1.33E-02,-6.93E-03,7.92E-03,-5.62E-04,-4.43E-02
26724,3.51E-02,1.28E-02,1.38E-02,-8.73E-03,1.61E-02,-5.07E-04,-4.48E-02
26725,3.52E-02,1.24E-02,1.42E-02,-6.86E-03,8.06E-03,-6.17E-04,-4.43E-02
26726,3.52E-02,1.25E-02,1.28E-02,-7.52E-03,9.83E-03,-7.02E-04,-4.44E-02
26727,3.51E-02,1.19E-02,1.40E-02,-2.30E-03,-2.43E-03,-4.42E-04,-4.38E-02
26728,3.51E-02,1.19E-02,1.35E-02,-2.31E-03,-2.47E-03,-3.35E-04,-4.38E-02
26729,3.50E-02,1.14E-02,1.32E-02,-3.80E-03,-8.88E-03,-3.74E-04,-4.45E-02
26730,3.50E-02,1.14E-02,1.43E-02,-3.74E-03,-8.72E-03,-5.73E-04,-4.45E-02
26731,3.50E-02,1.15E-02,1.27E-02,-3.78E-03,-8.66E-03,-3.66E-04,-4.45E-02
26732,3.49E-02,1.10E-02,1.24E-02,-6.40E-03,-1.39E-02,-4.50E-04,-4.58E-02
26733,3.46E-02,1.06E-02,1.43E-02,0.00E+00,0.00E+00,0.00E+00,-4.74E-02
26734,3.48E-02,1.10E-02,1.40E-02,0.00E+00,0.00E+00,0.00E+00,-4.57E-02
26735,3.48E-02,1.10E-02,1.35E-02,0.00E+00,0.00E+00,0.00E+00,-4.57E-02
26736,3.46E-02,1.06E-02,1.32E-02,0.00E+00,0.00E+00,0.00E+00,-4.75E-02
26737,3.57E-02,1.32E-02,8.69E-03,-2.26E-02,3.07E-02,1.75E-03,-4.59E-02
26738,3.60E-02,1.33E-02,8.76E-03,-2.43E-02,3.01E-02,1.62E-03,-4.60E-02
26739,3.64E-02,1.30E-02,8.46E-03,-3.14E-02,2.22E-02,1.57E-03,-4.57E-02
26740,3.56E-02,1.20E-02,9.23E-03,-1.77E-02,2.80E-04,8.65E-04,-4.46E-02
26741,3.56E-02,1.26E-02,9.50E-03,-1.83E-02,1.68E-02,4.12E-04,-4.49E-02
26742,3.54E-02,1.15E-02,1.00E-02,-1.26E-02,-1.52E-02,3.45E-04,-4.49E-02
26743,3.54E-02,1.20E-02,1.03E-02,-1.12E-02,-5.88E-04,-3.02E-04,-4.44E-02
26744,3.51E-02,1.10E-02,1.08E-02,-1.10E-02,-2.13E-02,-2.30E-04,-4.59E-02
26745,3.52E-02,1.15E-02,1.11E-02,-7.70E-03,-1.26E-02,-6.00E-04,-4.47E-02
26746,3.49E-02,1.10E-02,1.19E-02,-6.35E-03,-1.39E-02,-4.59E-04,-4.58E-02
26747,3.47E-02,1.06E-02,1.16E-02,-9.18E-03,-1.63E-02,-2.76E-04,-4.76E-02
26748,3.46E-02,1.06E-02,1.27E-02,0.00E+00,0.00E+00,0.00E+00,-4.76E-02
26749,3.44E-02,1.02E-02,1.24E-02,0.00E+00,0.00E+00,0.00E+00,-4.97E-02
26750,3.41E-02,9.87E-03,1.27E-02,0.00E+00,0.00E+00,0.00E+00,-5.24E-02
26751,3.37E-02,9.57E-03,1.24E-02,0.00E+00,0.00E+00,0.00E+00,-5.61E-02
26752,3.33E-02,9.34E-03,1.27E-02,0.00E+00,0.00E+00,0.00E+00,-6.09E-02
26753,3.33E-02,9.33E-03,1.32E-02,0.00E+00,0.00E+00,0.00E+00,-6.10E-02
26754,2.82E-02,9.24E-03,1.12E-02,2.57E-01,-1.42E-01,-2.70E-04,3.55E-02
26755,2.77E-02,8.84E-03,1.13E-02,2.72E-01,-1.14E-01,-2.90E-04,3.49E-02
26756,2.76E-02,8.58E-03,1.12E-02,2.79E-01,-1.07E-01,-1.14E-04,3.36E-02
26757,2.87E-02,9.14E-03,1.09E-02,2.69E-01,-1.67E-01,-3.36E-04,2.72E-02
